orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,productName,categoryID,discontinued,categoryName,companyName,country,firstName,lastName,title,revenue
10444,17,31.2,10,0.0,BERGS,3,2025-02-12,Alice Mutton,6,1,Meat/Poultry,Berglunds snabbköp,Sweden,Janet,Leverling,Sales Representative,312.0
10444,26,24.9,15,0.0,BERGS,3,2025-02-12,Gumbär Gummibärchen,3,0,Confections,Berglunds snabbköp,Sweden,Janet,Leverling,Sales Representative,373.5
10444,35,14.4,8,0.0,BERGS,3,2025-02-12,Steeleye Stout,1,0,Beverages,Berglunds snabbköp,Sweden,Janet,Leverling,Sales Representative,115.2
10444,41,7.7,30,0.0,BERGS,3,2025-02-12,Jack's New England Clam Chowder,8,0,Seafood,Berglunds snabbköp,Sweden,Janet,Leverling,Sales Representative,231.0
10445,39,14.4,6,0.0,BERGS,3,2025-02-13,Chartreuse verte,1,0,Beverages,Berglunds snabbköp,Sweden,Janet,Leverling,Sales Representative,86.4
10445,54,5.9,15,0.0,BERGS,3,2025-02-13,Tourtière,6,0,Meat/Poultry,Berglunds snabbköp,Sweden,Janet,Leverling,Sales Representative,88.5
10446,19,7.3,12,0.1,TOMSP,6,2025-02-14,Teatime Chocolate Biscuits,3,0,Confections,Toms Spezialitäten,Germany,Michael,Suyama,Sales Representative,78.84
10446,24,3.6,20,0.1,TOMSP,6,2025-02-14,Guaraná Fantástica,1,1,Beverages,Toms Spezialitäten,Germany,Michael,Suyama,Sales Representative,64.8
10446,31,10.0,3,0.1,TOMSP,6,2025-02-14,Gorgonzola Telino,4,0,Dairy Products,Toms Spezialitäten,Germany,Michael,Suyama,Sales Representative,27.0
10446,52,5.6,15,0.1,TOMSP,6,2025-02-14,Filo Mix,5,0,Grains/Cereals,Toms Spezialitäten,Germany,Michael,Suyama,Sales Representative,75.60000000000001
10447,19,7.3,40,0.0,RICAR,4,2025-02-14,Teatime Chocolate Biscuits,3,0,Confections,Ricardo Adocicados,Brazil,Margaret,Peacock,Sales Representative,292.0
10447,65,16.8,35,0.0,RICAR,4,2025-02-14,Louisiana Fiery Hot Pepper Sauce,2,0,Condiments,Ricardo Adocicados,Brazil,Margaret,Peacock,Sales Representative,588.0
10447,71,17.2,2,0.0,RICAR,4,2025-02-14,Flotemysost,4,0,Dairy Products,Ricardo Adocicados,Brazil,Margaret,Peacock,Sales Representative,34.4
10448,26,24.9,6,0.0,RANCH,4,2025-02-17,Gumbär Gummibärchen,3,0,Confections,Rancho grande,Argentina,Margaret,Peacock,Sales Representative,149.39999999999998
10448,40,14.7,20,0.0,RANCH,4,2025-02-17,Boston Crab Meat,8,0,Seafood,Rancho grande,Argentina,Margaret,Peacock,Sales Representative,294.0
10449,10,24.8,14,0.0,BLONP,3,2025-02-18,Ikura,8,0,Seafood,Blondesddsl père et fils,France,Janet,Leverling,Sales Representative,347.2
10449,52,5.6,20,0.0,BLONP,3,2025-02-18,Filo Mix,5,0,Grains/Cereals,Blondesddsl père et fils,France,Janet,Leverling,Sales Representative,112.0
10449,62,39.4,35,0.0,BLONP,3,2025-02-18,Tarte au sucre,3,0,Confections,Blondesddsl père et fils,France,Janet,Leverling,Sales Representative,1379.0
10450,10,24.8,20,0.2,VICTE,8,2025-02-19,Ikura,8,0,Seafood,Victuailles en stock,France,Laura,Callahan,Inside Sales Coordinator,396.8
10450,54,5.9,6,0.2,VICTE,8,2025-02-19,Tourtière,6,0,Meat/Poultry,Victuailles en stock,France,Laura,Callahan,Inside Sales Coordinator,28.320000000000007
10451,55,19.2,120,0.1,QUICK,4,2025-02-19,Pâté chinois,6,0,Meat/Poultry,QUICK-Stop,Germany,Margaret,Peacock,Sales Representative,2073.6
10451,64,26.6,35,0.1,QUICK,4,2025-02-19,Wimmers gute Semmelknödel,5,0,Grains/Cereals,QUICK-Stop,Germany,Margaret,Peacock,Sales Representative,837.9
10451,65,16.8,28,0.1,QUICK,4,2025-02-19,Louisiana Fiery Hot Pepper Sauce,2,0,Condiments,QUICK-Stop,Germany,Margaret,Peacock,Sales Representative,423.36
10451,77,10.4,55,0.1,QUICK,4,2025-02-19,Original Frankfurter grüne Soße,2,0,Condiments,QUICK-Stop,Germany,Margaret,Peacock,Sales Representative,514.8000000000001
10452,28,36.4,15,0.0,SAVEA,8,2025-02-20,Rössle Sauerkraut,7,1,Produce,Save-a-lot Markets,USA,Laura,Callahan,Inside Sales Coordinator,546.0
10452,44,15.5,100,0.05,SAVEA,8,2025-02-20,Gula Malacca,2,0,Condiments,Save-a-lot Markets,USA,Laura,Callahan,Inside Sales Coordinator,1472.5
10453,48,10.2,15,0.1,AROUT,1,2025-02-21,Chocolade,3,0,Confections,Around the Horn,UK,Nancy,Davolio,Sales Representative,137.70000000000002
10453,70,12.0,25,0.1,AROUT,1,2025-02-21,Outback Lager,1,0,Beverages,Around the Horn,UK,Nancy,Davolio,Sales Representative,270.0
10454,16,13.9,20,0.2,LAMAI,4,2025-02-21,Pavlova,3,0,Confections,La maison d'Asie,France,Margaret,Peacock,Sales Representative,222.4
10454,33,2.0,20,0.2,LAMAI,4,2025-02-21,Geitost,4,0,Dairy Products,La maison d'Asie,France,Margaret,Peacock,Sales Representative,32.0
10454,46,9.6,10,0.2,LAMAI,4,2025-02-21,Spegesild,8,0,Seafood,La maison d'Asie,France,Margaret,Peacock,Sales Representative,76.80000000000001
10455,39,14.4,20,0.0,WARTH,8,2025-02-24,Chartreuse verte,1,0,Beverages,Wartian Herkku,Finland,Laura,Callahan,Inside Sales Coordinator,288.0
10455,53,26.2,50,0.0,WARTH,8,2025-02-24,Perth Pasties,6,1,Meat/Poultry,Wartian Herkku,Finland,Laura,Callahan,Inside Sales Coordinator,1310.0
10455,61,22.8,25,0.0,WARTH,8,2025-02-24,Sirop d'érable,2,0,Condiments,Wartian Herkku,Finland,Laura,Callahan,Inside Sales Coordinator,570.0
10455,71,17.2,30,0.0,WARTH,8,2025-02-24,Flotemysost,4,0,Dairy Products,Wartian Herkku,Finland,Laura,Callahan,Inside Sales Coordinator,516.0
10456,21,8.0,40,0.15,KOENE,8,2025-02-25,Sir Rodney's Scones,3,0,Confections,Königlich Essen,Germany,Laura,Callahan,Inside Sales Coordinator,272.0
10456,49,16.0,21,0.15,KOENE,8,2025-02-25,Maxilaku,3,0,Confections,Königlich Essen,Germany,Laura,Callahan,Inside Sales Coordinator,285.59999999999997
10457,59,44.0,36,0.0,KOENE,2,2025-02-25,Raclette Courdavault,4,0,Dairy Products,Königlich Essen,Germany,Andrew,Fuller,Vice President Sales,1584.0
10458,26,24.9,30,0.0,SUPRD,7,2025-02-26,Gumbär Gummibärchen,3,0,Confections,Suprêmes délices,Belgium,Robert,King,Sales Representative,747.0
10458,28,36.4,30,0.0,SUPRD,7,2025-02-26,Rössle Sauerkraut,7,1,Produce,Suprêmes délices,Belgium,Robert,King,Sales Representative,1092.0
10458,43,36.8,20,0.0,SUPRD,7,2025-02-26,Ipoh Coffee,1,0,Beverages,Suprêmes délices,Belgium,Robert,King,Sales Representative,736.0
10458,56,30.4,15,0.0,SUPRD,7,2025-02-26,Gnocchi di nonna Alice,5,0,Grains/Cereals,Suprêmes délices,Belgium,Robert,King,Sales Representative,456.0
10458,71,17.2,50,0.0,SUPRD,7,2025-02-26,Flotemysost,4,0,Dairy Products,Suprêmes délices,Belgium,Robert,King,Sales Representative,860.0
10459,7,24.0,16,0.05,VICTE,4,2025-02-27,Uncle Bob's Organic Dried Pears,7,0,Produce,Victuailles en stock,France,Margaret,Peacock,Sales Representative,364.79999999999995
10459,46,9.6,20,0.05,VICTE,4,2025-02-27,Spegesild,8,0,Seafood,Victuailles en stock,France,Margaret,Peacock,Sales Representative,182.39999999999998
10459,72,27.8,40,0.0,VICTE,4,2025-02-27,Mozzarella di Giovanni,4,0,Dairy Products,Victuailles en stock,France,Margaret,Peacock,Sales Representative,1112.0
10460,68,10.0,21,0.25,FOLKO,8,2025-02-28,Scottish Longbreads,3,0,Confections,Folk och fä HB,Sweden,Laura,Callahan,Inside Sales Coordinator,157.5
10460,75,6.2,4,0.25,FOLKO,8,2025-02-28,Rhönbräu Klosterbier,1,0,Beverages,Folk och fä HB,Sweden,Laura,Callahan,Inside Sales Coordinator,18.6
10461,21,8.0,40,0.25,LILAS,1,2025-02-28,Sir Rodney's Scones,3,0,Confections,LILA-Supermercado,Venezuela,Nancy,Davolio,Sales Representative,240.0
10461,30,20.7,28,0.25,LILAS,1,2025-02-28,Nord-Ost Matjeshering,8,0,Seafood,LILA-Supermercado,Venezuela,Nancy,Davolio,Sales Representative,434.70000000000005
10461,55,19.2,60,0.25,LILAS,1,2025-02-28,Pâté chinois,6,0,Meat/Poultry,LILA-Supermercado,Venezuela,Nancy,Davolio,Sales Representative,864.0
10462,13,4.8,1,0.0,CONSH,2,2025-03-03,Konbu,8,0,Seafood,Consolidated Holdings,UK,Andrew,Fuller,Vice President Sales,4.8
10462,23,7.2,21,0.0,CONSH,2,2025-03-03,Tunnbröd,5,0,Grains/Cereals,Consolidated Holdings,UK,Andrew,Fuller,Vice President Sales,151.20000000000002
10463,19,7.3,21,0.0,SUPRD,5,2025-03-04,Teatime Chocolate Biscuits,3,0,Confections,Suprêmes délices,Belgium,Steven,Buchanan,Sales Manager,153.29999999999998
10463,42,11.2,50,0.0,SUPRD,5,2025-03-04,Singaporean Hokkien Fried Mee,5,1,Grains/Cereals,Suprêmes délices,Belgium,Steven,Buchanan,Sales Manager,560.0
10464,4,17.6,16,0.2,FURIB,4,2025-03-04,Chef Anton's Cajun Seasoning,2,0,Condiments,Furia Bacalhau e Frutos do Mar,Portugal,Margaret,Peacock,Sales Representative,225.28000000000003
10464,43,36.8,3,0.0,FURIB,4,2025-03-04,Ipoh Coffee,1,0,Beverages,Furia Bacalhau e Frutos do Mar,Portugal,Margaret,Peacock,Sales Representative,110.39999999999999
10464,56,30.4,30,0.2,FURIB,4,2025-03-04,Gnocchi di nonna Alice,5,0,Grains/Cereals,Furia Bacalhau e Frutos do Mar,Portugal,Margaret,Peacock,Sales Representative,729.6
10464,60,27.2,20,0.0,FURIB,4,2025-03-04,Camembert Pierrot,4,0,Dairy Products,Furia Bacalhau e Frutos do Mar,Portugal,Margaret,Peacock,Sales Representative,544.0
10465,24,3.6,25,0.0,VAFFE,1,2025-03-05,Guaraná Fantástica,1,1,Beverages,Vaffeljernet,Denmark,Nancy,Davolio,Sales Representative,90.0
10465,29,99.0,18,0.1,VAFFE,1,2025-03-05,Thüringer Rostbratwurst,6,1,Meat/Poultry,Vaffeljernet,Denmark,Nancy,Davolio,Sales Representative,1603.8
10465,40,14.7,20,0.0,VAFFE,1,2025-03-05,Boston Crab Meat,8,0,Seafood,Vaffeljernet,Denmark,Nancy,Davolio,Sales Representative,294.0
10465,45,7.6,30,0.1,VAFFE,1,2025-03-05,Rogede sild,8,0,Seafood,Vaffeljernet,Denmark,Nancy,Davolio,Sales Representative,205.20000000000002
10465,50,13.0,25,0.0,VAFFE,1,2025-03-05,Valkoinen suklaa,3,0,Confections,Vaffeljernet,Denmark,Nancy,Davolio,Sales Representative,325.0
10466,11,16.8,10,0.0,COMMI,4,2025-03-06,Queso Cabrales,4,0,Dairy Products,Comércio Mineiro,Brazil,Margaret,Peacock,Sales Representative,168.0
10466,46,9.6,5,0.0,COMMI,4,2025-03-06,Spegesild,8,0,Seafood,Comércio Mineiro,Brazil,Margaret,Peacock,Sales Representative,48.0
10467,24,3.6,28,0.0,MAGAA,8,2025-03-06,Guaraná Fantástica,1,1,Beverages,Magazzini Alimentari Riuniti,Italy,Laura,Callahan,Inside Sales Coordinator,100.8
10467,25,11.2,12,0.0,MAGAA,8,2025-03-06,NuNuCa Nuß-Nougat-Creme,3,0,Confections,Magazzini Alimentari Riuniti,Italy,Laura,Callahan,Inside Sales Coordinator,134.39999999999998
10468,30,20.7,8,0.0,KOENE,3,2025-03-07,Nord-Ost Matjeshering,8,0,Seafood,Königlich Essen,Germany,Janet,Leverling,Sales Representative,165.6
10468,43,36.8,15,0.0,KOENE,3,2025-03-07,Ipoh Coffee,1,0,Beverages,Königlich Essen,Germany,Janet,Leverling,Sales Representative,552.0
10469,2,15.2,40,0.15,WHITC,1,2025-03-10,Chang,1,0,Beverages,White Clover Markets,USA,Nancy,Davolio,Sales Representative,516.8
10469,16,13.9,35,0.15,WHITC,1,2025-03-10,Pavlova,3,0,Confections,White Clover Markets,USA,Nancy,Davolio,Sales Representative,413.525
10469,44,15.5,2,0.15,WHITC,1,2025-03-10,Gula Malacca,2,0,Condiments,White Clover Markets,USA,Nancy,Davolio,Sales Representative,26.349999999999998
10470,18,50.0,30,0.0,BONAP,4,2025-03-11,Carnarvon Tigers,8,0,Seafood,Bon app',France,Margaret,Peacock,Sales Representative,1500.0
10470,23,7.2,15,0.0,BONAP,4,2025-03-11,Tunnbröd,5,0,Grains/Cereals,Bon app',France,Margaret,Peacock,Sales Representative,108.0
10470,64,26.6,8,0.0,BONAP,4,2025-03-11,Wimmers gute Semmelknödel,5,0,Grains/Cereals,Bon app',France,Margaret,Peacock,Sales Representative,212.8
10471,7,24.0,30,0.0,BSBEV,2,2025-03-11,Uncle Bob's Organic Dried Pears,7,0,Produce,B's Beverages,UK,Andrew,Fuller,Vice President Sales,720.0
10471,56,30.4,20,0.0,BSBEV,2,2025-03-11,Gnocchi di nonna Alice,5,0,Grains/Cereals,B's Beverages,UK,Andrew,Fuller,Vice President Sales,608.0
10472,24,3.6,80,0.05,SEVES,8,2025-03-12,Guaraná Fantástica,1,1,Beverages,Seven Seas Imports,UK,Laura,Callahan,Inside Sales Coordinator,273.59999999999997
10472,51,42.4,18,0.0,SEVES,8,2025-03-12,Manjimup Dried Apples,7,0,Produce,Seven Seas Imports,UK,Laura,Callahan,Inside Sales Coordinator,763.1999999999999
10473,33,2.0,12,0.0,ISLAT,1,2025-03-13,Geitost,4,0,Dairy Products,Island Trading,UK,Nancy,Davolio,Sales Representative,24.0
10473,71,17.2,12,0.0,ISLAT,1,2025-03-13,Flotemysost,4,0,Dairy Products,Island Trading,UK,Nancy,Davolio,Sales Representative,206.39999999999998
10474,14,18.6,12,0.0,PERIC,5,2025-03-13,Tofu,7,0,Produce,Pericles Comidas clásicas,Mexico,Steven,Buchanan,Sales Manager,223.20000000000002
10474,28,36.4,18,0.0,PERIC,5,2025-03-13,Rössle Sauerkraut,7,1,Produce,Pericles Comidas clásicas,Mexico,Steven,Buchanan,Sales Manager,655.1999999999999
10474,40,14.7,21,0.0,PERIC,5,2025-03-13,Boston Crab Meat,8,0,Seafood,Pericles Comidas clásicas,Mexico,Steven,Buchanan,Sales Manager,308.7
10474,75,6.2,10,0.0,PERIC,5,2025-03-13,Rhönbräu Klosterbier,1,0,Beverages,Pericles Comidas clásicas,Mexico,Steven,Buchanan,Sales Manager,62.0
10475,31,10.0,35,0.15,SUPRD,9,2025-03-14,Gorgonzola Telino,4,0,Dairy Products,Suprêmes délices,Belgium,Anne,Dodsworth,Sales Representative,297.5
10475,66,13.6,60,0.15,SUPRD,9,2025-03-14,Louisiana Hot Spiced Okra,2,0,Condiments,Suprêmes délices,Belgium,Anne,Dodsworth,Sales Representative,693.6
10475,76,14.4,42,0.15,SUPRD,9,2025-03-14,Lakkalikööri,1,0,Beverages,Suprêmes délices,Belgium,Anne,Dodsworth,Sales Representative,514.08
10476,55,19.2,2,0.05,HILAA,8,2025-03-17,Pâté chinois,6,0,Meat/Poultry,HILARION-Abastos,Venezuela,Laura,Callahan,Inside Sales Coordinator,36.48
10476,70,12.0,12,0.0,HILAA,8,2025-03-17,Outback Lager,1,0,Beverages,HILARION-Abastos,Venezuela,Laura,Callahan,Inside Sales Coordinator,144.0
10477,1,14.4,15,0.0,PRINI,5,2025-03-17,Chai,1,0,Beverages,Princesa Isabel Vinhos,Portugal,Steven,Buchanan,Sales Manager,216.0
10477,21,8.0,21,0.25,PRINI,5,2025-03-17,Sir Rodney's Scones,3,0,Confections,Princesa Isabel Vinhos,Portugal,Steven,Buchanan,Sales Manager,126.0
10477,39,14.4,20,0.25,PRINI,5,2025-03-17,Chartreuse verte,1,0,Beverages,Princesa Isabel Vinhos,Portugal,Steven,Buchanan,Sales Manager,216.0
10478,10,24.8,20,0.05,VICTE,2,2025-03-18,Ikura,8,0,Seafood,Victuailles en stock,France,Andrew,Fuller,Vice President Sales,471.2
10479,38,210.8,30,0.0,RATTC,3,2025-03-19,Côte de Blaye,1,0,Beverages,Rattlesnake Canyon Grocery,USA,Janet,Leverling,Sales Representative,6324.0
10479,53,26.2,28,0.0,RATTC,3,2025-03-19,Perth Pasties,6,1,Meat/Poultry,Rattlesnake Canyon Grocery,USA,Janet,Leverling,Sales Representative,733.6
10479,59,44.0,60,0.0,RATTC,3,2025-03-19,Raclette Courdavault,4,0,Dairy Products,Rattlesnake Canyon Grocery,USA,Janet,Leverling,Sales Representative,2640.0
10479,64,26.6,30,0.0,RATTC,3,2025-03-19,Wimmers gute Semmelknödel,5,0,Grains/Cereals,Rattlesnake Canyon Grocery,USA,Janet,Leverling,Sales Representative,798.0
10480,47,7.6,30,0.0,FOLIG,6,2025-03-20,Zaanse koeken,3,0,Confections,Folies gourmandes,France,Michael,Suyama,Sales Representative,228.0
10480,59,44.0,12,0.0,FOLIG,6,2025-03-20,Raclette Courdavault,4,0,Dairy Products,Folies gourmandes,France,Michael,Suyama,Sales Representative,528.0
10481,49,16.0,24,0.0,RICAR,8,2025-03-20,Maxilaku,3,0,Confections,Ricardo Adocicados,Brazil,Laura,Callahan,Inside Sales Coordinator,384.0
10481,60,27.2,40,0.0,RICAR,8,2025-03-20,Camembert Pierrot,4,0,Dairy Products,Ricardo Adocicados,Brazil,Laura,Callahan,Inside Sales Coordinator,1088.0
10482,40,14.7,10,0.0,LAZYK,1,2025-03-21,Boston Crab Meat,8,0,Seafood,Lazy K Kountry Store,USA,Nancy,Davolio,Sales Representative,147.0
10483,34,11.2,35,0.05,WHITC,7,2025-03-24,Sasquatch Ale,1,0,Beverages,White Clover Markets,USA,Robert,King,Sales Representative,372.4
10483,77,10.4,30,0.05,WHITC,7,2025-03-24,Original Frankfurter grüne Soße,2,0,Condiments,White Clover Markets,USA,Robert,King,Sales Representative,296.4
10484,21,8.0,14,0.0,BSBEV,3,2025-03-24,Sir Rodney's Scones,3,0,Confections,B's Beverages,UK,Janet,Leverling,Sales Representative,112.0
10484,40,14.7,10,0.0,BSBEV,3,2025-03-24,Boston Crab Meat,8,0,Seafood,B's Beverages,UK,Janet,Leverling,Sales Representative,147.0
10484,51,42.4,3,0.0,BSBEV,3,2025-03-24,Manjimup Dried Apples,7,0,Produce,B's Beverages,UK,Janet,Leverling,Sales Representative,127.19999999999999
10485,2,15.2,20,0.1,LINOD,4,2025-03-25,Chang,1,0,Beverages,LINO-Delicateses,Venezuela,Margaret,Peacock,Sales Representative,273.6
10485,3,8.0,20,0.1,LINOD,4,2025-03-25,Aniseed Syrup,2,0,Condiments,LINO-Delicateses,Venezuela,Margaret,Peacock,Sales Representative,144.0
10485,55,19.2,30,0.1,LINOD,4,2025-03-25,Pâté chinois,6,0,Meat/Poultry,LINO-Delicateses,Venezuela,Margaret,Peacock,Sales Representative,518.4
10485,70,12.0,60,0.1,LINOD,4,2025-03-25,Outback Lager,1,0,Beverages,LINO-Delicateses,Venezuela,Margaret,Peacock,Sales Representative,648.0
10486,11,16.8,5,0.0,HILAA,1,2025-03-26,Queso Cabrales,4,0,Dairy Products,HILARION-Abastos,Venezuela,Nancy,Davolio,Sales Representative,84.0
10486,51,42.4,25,0.0,HILAA,1,2025-03-26,Manjimup Dried Apples,7,0,Produce,HILARION-Abastos,Venezuela,Nancy,Davolio,Sales Representative,1060.0
10486,74,8.0,16,0.0,HILAA,1,2025-03-26,Longlife Tofu,7,0,Produce,HILARION-Abastos,Venezuela,Nancy,Davolio,Sales Representative,128.0
10487,19,7.3,5,0.0,QUEEN,2,2025-03-26,Teatime Chocolate Biscuits,3,0,Confections,Queen Cozinha,Brazil,Andrew,Fuller,Vice President Sales,36.5
10487,26,24.9,30,0.0,QUEEN,2,2025-03-26,Gumbär Gummibärchen,3,0,Confections,Queen Cozinha,Brazil,Andrew,Fuller,Vice President Sales,747.0
10487,54,5.9,24,0.25,QUEEN,2,2025-03-26,Tourtière,6,0,Meat/Poultry,Queen Cozinha,Brazil,Andrew,Fuller,Vice President Sales,106.20000000000002
10488,59,44.0,30,0.0,FRANK,8,2025-03-27,Raclette Courdavault,4,0,Dairy Products,Frankenversand,Germany,Laura,Callahan,Inside Sales Coordinator,1320.0
10488,73,12.0,20,0.2,FRANK,8,2025-03-27,Röd Kaviar,8,0,Seafood,Frankenversand,Germany,Laura,Callahan,Inside Sales Coordinator,192.0
10489,11,16.8,15,0.25,PICCO,6,2025-03-28,Queso Cabrales,4,0,Dairy Products,Piccolo und mehr,Austria,Michael,Suyama,Sales Representative,189.0
10489,16,13.9,18,0.0,PICCO,6,2025-03-28,Pavlova,3,0,Confections,Piccolo und mehr,Austria,Michael,Suyama,Sales Representative,250.20000000000002
10490,59,44.0,60,0.0,HILAA,7,2025-03-31,Raclette Courdavault,4,0,Dairy Products,HILARION-Abastos,Venezuela,Robert,King,Sales Representative,2640.0
10490,68,10.0,30,0.0,HILAA,7,2025-03-31,Scottish Longbreads,3,0,Confections,HILARION-Abastos,Venezuela,Robert,King,Sales Representative,300.0
10490,75,6.2,36,0.0,HILAA,7,2025-03-31,Rhönbräu Klosterbier,1,0,Beverages,HILARION-Abastos,Venezuela,Robert,King,Sales Representative,223.20000000000002
10491,44,15.5,15,0.15,FURIB,8,2025-03-31,Gula Malacca,2,0,Condiments,Furia Bacalhau e Frutos do Mar,Portugal,Laura,Callahan,Inside Sales Coordinator,197.625
10491,77,10.4,7,0.15,FURIB,8,2025-03-31,Original Frankfurter grüne Soße,2,0,Condiments,Furia Bacalhau e Frutos do Mar,Portugal,Laura,Callahan,Inside Sales Coordinator,61.879999999999995
10492,25,11.2,60,0.05,BOTTM,3,2025-04-01,NuNuCa Nuß-Nougat-Creme,3,0,Confections,Bottom-Dollar Markets,Canada,Janet,Leverling,Sales Representative,638.4
10492,42,11.2,20,0.05,BOTTM,3,2025-04-01,Singaporean Hokkien Fried Mee,5,1,Grains/Cereals,Bottom-Dollar Markets,Canada,Janet,Leverling,Sales Representative,212.79999999999998
10493,65,16.8,15,0.1,LAMAI,4,2025-04-02,Louisiana Fiery Hot Pepper Sauce,2,0,Condiments,La maison d'Asie,France,Margaret,Peacock,Sales Representative,226.8
10493,66,13.6,10,0.1,LAMAI,4,2025-04-02,Louisiana Hot Spiced Okra,2,0,Condiments,La maison d'Asie,France,Margaret,Peacock,Sales Representative,122.4
10493,69,28.8,10,0.1,LAMAI,4,2025-04-02,Gudbrandsdalsost,4,0,Dairy Products,La maison d'Asie,France,Margaret,Peacock,Sales Representative,259.2
10494,56,30.4,30,0.0,COMMI,4,2025-04-02,Gnocchi di nonna Alice,5,0,Grains/Cereals,Comércio Mineiro,Brazil,Margaret,Peacock,Sales Representative,912.0
10495,23,7.2,10,0.0,LAUGB,3,2025-04-03,Tunnbröd,5,0,Grains/Cereals,Laughing Bacchus Wine Cellars,Canada,Janet,Leverling,Sales Representative,72.0
10495,41,7.7,20,0.0,LAUGB,3,2025-04-03,Jack's New England Clam Chowder,8,0,Seafood,Laughing Bacchus Wine Cellars,Canada,Janet,Leverling,Sales Representative,154.0
10495,77,10.4,5,0.0,LAUGB,3,2025-04-03,Original Frankfurter grüne Soße,2,0,Condiments,Laughing Bacchus Wine Cellars,Canada,Janet,Leverling,Sales Representative,52.0
10496,31,10.0,20,0.05,TRADH,7,2025-04-04,Gorgonzola Telino,4,0,Dairy Products,Tradição Hipermercados,Brazil,Robert,King,Sales Representative,190.0
10497,56,30.4,14,0.0,LEHMS,7,2025-04-04,Gnocchi di nonna Alice,5,0,Grains/Cereals,Lehmanns Marktstand,Germany,Robert,King,Sales Representative,425.59999999999997
10497,72,27.8,25,0.0,LEHMS,7,2025-04-04,Mozzarella di Giovanni,4,0,Dairy Products,Lehmanns Marktstand,Germany,Robert,King,Sales Representative,695.0
10497,77,10.4,25,0.0,LEHMS,7,2025-04-04,Original Frankfurter grüne Soße,2,0,Condiments,Lehmanns Marktstand,Germany,Robert,King,Sales Representative,260.0
10498,24,4.5,14,0.0,HILAA,8,2025-04-07,Guaraná Fantástica,1,1,Beverages,HILARION-Abastos,Venezuela,Laura,Callahan,Inside Sales Coordinator,63.0
10498,40,18.4,5,0.0,HILAA,8,2025-04-07,Boston Crab Meat,8,0,Seafood,HILARION-Abastos,Venezuela,Laura,Callahan,Inside Sales Coordinator,92.0
10498,42,14.0,30,0.0,HILAA,8,2025-04-07,Singaporean Hokkien Fried Mee,5,1,Grains/Cereals,HILARION-Abastos,Venezuela,Laura,Callahan,Inside Sales Coordinator,420.0
10499,28,45.6,20,0.0,LILAS,4,2025-04-08,Rössle Sauerkraut,7,1,Produce,LILA-Supermercado,Venezuela,Margaret,Peacock,Sales Representative,912.0
10499,49,20.0,25,0.0,LILAS,4,2025-04-08,Maxilaku,3,0,Confections,LILA-Supermercado,Venezuela,Margaret,Peacock,Sales Representative,500.0
10500,15,15.5,12,0.05,LAMAI,6,2025-04-09,Genen Shouyu,2,0,Condiments,La maison d'Asie,France,Michael,Suyama,Sales Representative,176.7
10500,28,45.6,8,0.05,LAMAI,6,2025-04-09,Rössle Sauerkraut,7,1,Produce,La maison d'Asie,France,Michael,Suyama,Sales Representative,346.56
10501,54,7.45,20,0.0,BLAUS,9,2025-04-09,Tourtière,6,0,Meat/Poultry,Blauer See Delikatessen,Germany,Anne,Dodsworth,Sales Representative,149.0
10502,45,9.5,21,0.0,PERIC,2,2025-04-10,Rogede sild,8,0,Seafood,Pericles Comidas clásicas,Mexico,Andrew,Fuller,Vice President Sales,199.5
10502,53,32.8,6,0.0,PERIC,2,2025-04-10,Perth Pasties,6,1,Meat/Poultry,Pericles Comidas clásicas,Mexico,Andrew,Fuller,Vice President Sales,196.79999999999998
10502,67,14.0,30,0.0,PERIC,2,2025-04-10,Laughing Lumberjack Lager,1,0,Beverages,Pericles Comidas clásicas,Mexico,Andrew,Fuller,Vice President Sales,420.0
10503,14,23.25,70,0.0,HUNGO,6,2025-04-11,Tofu,7,0,Produce,Hungry Owl All-Night Grocers,Ireland,Michael,Suyama,Sales Representative,1627.5
10503,65,21.05,20,0.0,HUNGO,6,2025-04-11,Louisiana Fiery Hot Pepper Sauce,2,0,Condiments,Hungry Owl All-Night Grocers,Ireland,Michael,Suyama,Sales Representative,421.0
10504,2,19.0,12,0.0,WHITC,4,2025-04-11,Chang,1,0,Beverages,White Clover Markets,USA,Margaret,Peacock,Sales Representative,228.0
10504,21,10.0,12,0.0,WHITC,4,2025-04-11,Sir Rodney's Scones,3,0,Confections,White Clover Markets,USA,Margaret,Peacock,Sales Representative,120.0
10504,53,32.8,10,0.0,WHITC,4,2025-04-11,Perth Pasties,6,1,Meat/Poultry,White Clover Markets,USA,Margaret,Peacock,Sales Representative,328.0
10504,61,28.5,25,0.0,WHITC,4,2025-04-11,Sirop d'érable,2,0,Condiments,White Clover Markets,USA,Margaret,Peacock,Sales Representative,712.5
10505,62,49.3,3,0.0,MEREP,3,2025-04-14,Tarte au sucre,3,0,Confections,Mère Paillarde,Canada,Janet,Leverling,Sales Representative,147.89999999999998
10506,25,14.0,18,0.1,KOENE,9,2025-04-15,NuNuCa Nuß-Nougat-Creme,3,0,Confections,Königlich Essen,Germany,Anne,Dodsworth,Sales Representative,226.8
10506,70,15.0,14,0.1,KOENE,9,2025-04-15,Outback Lager,1,0,Beverages,Königlich Essen,Germany,Anne,Dodsworth,Sales Representative,189.0
